Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23999.02","Food preparations of flour, meal or malt extract","2022","2022","1000 USD","93395","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23999.02","Food preparations of flour, meal or malt extract","2022","2022","t","43114.93","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","39170.01","Food wastes","2021","2021","t","118937","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","39170.01","Food wastes","2021","2021","1000 USD","330934","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","39170.01","Food wastes","2021","2021","t","308532","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","39170.01","Food wastes","2022","2022","t","122036","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","39170.01","Food wastes","2022","2022","1000 USD","362209","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","39170.01","Food wastes","2022","2022","t","282930","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","F0623","Fruit prepared n.e.c.","2021","2021","t","22399.03","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","F0623","Fruit prepared n.e.c.","2021","2021","1000 USD","49352","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F0623","Fruit prepared n.e.c.","2021","2021","t","54072.29","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","F0623","Fruit prepared n.e.c.","2022","2022","t","19423.12","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","F0623","Fruit prepared n.e.c.","2022","2022","1000 USD","51423","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F0623","Fruit prepared n.e.c.","2022","2022","t","61752.86","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23670.02","Fruit, nuts, peel, sugar preserved","2021","2021","t","258.12","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23670.02","Fruit, nuts, peel, sugar preserved","2021","2021","1000 USD","728","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23670.02","Fruit, nuts, peel, sugar preserved","2021","2021","t","3499.35","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23670.02","Fruit, nuts, peel, sugar preserved","2022","2022","t","405.84","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23670.02","Fruit, nuts, peel, sugar preserved","2022","2022","1000 USD","1149","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23670.02","Fruit, nuts, peel, sugar preserved","2022","2022","t","2872.56","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5909","Export Quantity","02153","Geese","2021","2021","1000 An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5909","Export Quantity","02153","Geese","2022","2022","1000 An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23140.06","Germ of maize","2021","2021","t","50.15","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23140.06","Germ of maize","2021","2021","1000 USD","105","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23140.06","Germ of maize","2021","2021","t","19.66","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23140.06","Germ of maize","2022","2022","t","59.9","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23140.06","Germ of maize","2022","2022","1000 USD","175","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23140.06","Germ of maize","2022","2022","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","22241.02","Ghee from cow milk","2021","2021","t","2822.34","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","22241.02","Ghee from cow milk","2021","2021","1000 USD","15223","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22241.02","Ghee from cow milk","2021","2021","t","0.84","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","22241.02","Ghee from cow milk","2022","2022","t","2158.24","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","22241.02","Ghee from cow milk","2022","2022","1000 USD","14326","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22241.02","Ghee from cow milk","2022","2022","t","0.84","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01657","Ginger, raw","2021","2021","t","378.82","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01657","Ginger, raw","2021","2021","1000 USD","1136","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01657","Ginger, raw","2021","2021","t","41870.65","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01657","Ginger, raw","2022","2022","t","403.62","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01657","Ginger, raw","2022","2022","1000 USD","1065","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01657","Ginger, raw","2022","2022","t","34439.91","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23210.05","Glucose and dextrose","2021","2021","t","14522.64","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23210.05","Glucose and dextrose","2021","2021","1000 USD","13696","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23210.05","Glucose and dextrose","2021","2021","t","26427.64","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23210.05","Glucose and dextrose","2022","2022","t","22507.86","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23210.05","Glucose and dextrose","2022","2022","1000 USD","25719","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23210.05","Glucose and dextrose","2022","2022","t","30391.98","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","39130.04","Gluten feed and meal","2021","2021","t","74.8","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","39130.04","Gluten feed and meal","2021","2021","1000 USD","138","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","39130.04","Gluten feed and meal","2021","2021","t","324.23","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","39130.04","Gluten feed and meal","2022","2022","t","37.92","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","39130.04","Gluten feed and meal","2022","2022","1000 USD","192","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","39130.04","Gluten feed and meal","2022","2022","t","485.66","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02123","Goats","2022","2022","An","7","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21434","Grape juice","2021","2021","t","26.41","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21434","Grape juice","2021","2021","1000 USD","21","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21434","Grape juice","2021","2021","t","3369.93","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21434","Grape juice","2022","2022","t","29.41","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21434","Grape juice","2022","2022","1000 USD","24","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21434","Grape juice","2022","2022","t","4918.93","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21432","Grapefruit juice","2021","2021","t","0.21","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21432","Grapefruit juice","2022","2022","t","0.04","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21432.01","Grapefruit juice, concentrated","2021","2021","t","46.8","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21432.01","Grapefruit juice, concentrated","2021","2021","1000 USD","149","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21432.01","Grapefruit juice, concentrated","2022","2022","t","119.75","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21432.01","Grapefruit juice, concentrated","2022","2022","1000 USD","321","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01330","Grapes","2021","2021","t","5321.23","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01330","Grapes","2021","2021","1000 USD","7830","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01330","Grapes","2021","2021","t","76609.16","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01330","Grapes","2022","2022","t","7749.83","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01330","Grapes","2022","2022","1000 USD","12792","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01330","Grapes","2022","2022","t","52561.04","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01290.01","Green corn (maize)","2021","2021","t","41.95","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01290.01","Green corn (maize)","2022","2022","t","76.49","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01252","Green garlic","2021","2021","t","125692.58","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01252","Green garlic","2021","2021","1000 USD","180592","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01252","Green garlic","2021","2021","t","166.1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01252","Green garlic","2022","2022","t","119665","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01252","Green garlic","2022","2022","1000 USD","158461","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01252","Green garlic","2022","2022","t","516.68","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","2162","Groundnut oil","2021","2021","t","117.1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","2162","Groundnut oil","2021","2021","1000 USD","817","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2162","Groundnut oil","2021","2021","t","84925.42","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","2162","Groundnut oil","2022","2022","t","55.71","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","2162","Groundnut oil","2022","2022","1000 USD","1574","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2162","Groundnut oil","2022","2022","t","152049.88","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0142","Groundnuts, excluding shelled","2021","2021","t","100","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0142","Groundnuts, excluding shelled","2021","2021","1000 USD","176","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0142","Groundnuts, excluding shelled","2021","2021","t","100.56","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0142","Groundnuts, excluding shelled","2022","2022","t","100","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0142","Groundnuts, excluding shelled","2022","2022","1000 USD","136","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0142","Groundnuts, excluding shelled","2022","2022","t","208.01","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21421","Groundnuts, shelled","2021","2021","t","4067.15","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21421","Groundnuts, shelled","2021","2021","1000 USD","5951","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21421","Groundnuts, shelled","2021","2021","t","256485.74","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21421","Groundnuts, shelled","2022","2022","t","1275","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21421","Groundnuts, shelled","2022","2022","1000 USD","2466","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21421","Groundnuts, shelled","2022","2022","t","285314.54","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","26150.01","Hair, carded/combed","2021","2021","t","4","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","26150.01","Hair, carded/combed","2021","2021","1000 USD","75","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","26150.01","Hair, carded/combed","2021","2021","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","26150.01","Hair, carded/combed","2022","2022","t","3","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","26150.01","Hair, carded/combed","2022","2022","1000 USD","54","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","26150.01","Hair, carded/combed","2022","2022","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01374","Hazelnuts, in shell","2021","2021","t","74.83","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01374","Hazelnuts, in shell","2021","2021","1000 USD","305","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01374","Hazelnuts, in shell","2021","2021","t","0.1","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01374","Hazelnuts, in shell","2022","2022","t","73","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01374","Hazelnuts, in shell","2022","2022","1000 USD","273","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01374","Hazelnuts, in shell","2022","2022","t","0.04","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21423","Hazelnuts, shelled","2021","2021","t","6446.44","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21423","Hazelnuts, shelled","2021","2021","1000 USD","53629","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21423","Hazelnuts, shelled","2021","2021","t","1.33","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21423","Hazelnuts, shelled","2022","2022","t","6194.4","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21423","Hazelnuts, shelled","2022","2022","1000 USD","54445","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21423","Hazelnuts, shelled","2022","2022","t","0.5","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0231","Hen eggs in shell, fresh","2021","2021","t","247.06","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","36205","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0231","Hen eggs in shell, fresh","2021","2021","t","22138.14","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0231","Hen eggs in shell, fresh","2022","2022","t","390.65","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0231","Hen eggs in shell, fresh","2022","2022","1000 USD","54556","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0231","Hen eggs in shell, fresh","2022","2022","t","19573.6","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","02951.05","Hides, cattle, dry salted","2021","2021","t","303","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","02951.05","Hides, cattle, dry salted","2021","2021","1000 USD","158","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02951.05","Hides, cattle, dry salted","2021","2021","t","528","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","02951.05","Hides, cattle, dry salted","2022","2022","t","200","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","02951.05","Hides, cattle, dry salted","2022","2022","1000 USD","85","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02951.05","Hides, cattle, dry salted","2022","2022","t","270","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","02951.04","Hides, wet-salted of cattle","2021","2021","t","45849","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","02951.04","Hides, wet-salted of cattle","2021","2021","1000 USD","50451","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02951.04","Hides, wet-salted of cattle","2021","2021","t","5699","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","02951.04","Hides, wet-salted of cattle","2022","2022","t","46312","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","02951.04","Hides, wet-salted of cattle","2022","2022","1000 USD","50533","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02951.04","Hides, wet-salted of cattle","2022","2022","t","11424","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23991.03","Homogenized cooked fruit, prepared","2021","2021","t","232.43","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23991.03","Homogenized cooked fruit, prepared","2021","2021","1000 USD","1228","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23991.03","Homogenized cooked fruit, prepared","2021","2021","t","10018.41","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23991.03","Homogenized cooked fruit, prepared","2022","2022","t","99.44","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23991.03","Homogenized cooked fruit, prepared","2022","2022","1000 USD","534","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23991.03","Homogenized cooked fruit, prepared","2022","2022","t","10663.89","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23991.04","Homogenized meat preparations","2021","2021","t","2.09","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23991.04","Homogenized meat preparations","2021","2021","1000 USD","31","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23991.04","Homogenized meat preparations","2021","2021","t","0.89","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23991.04","Homogenized meat preparations","2022","2022","t","1.13","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23991.04","Homogenized meat preparations","2022","2022","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23991.04","Homogenized meat preparations","2022","2022","t","0.99","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23991.02","Homogenized vegetable preparations","2021","2021","t","4.28","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23991.02","Homogenized vegetable preparations","2021","2021","1000 USD","25","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23991.02","Homogenized vegetable preparations","2021","2021","t","2.02","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23991.02","Homogenized vegetable preparations","2022","2022","t","0.69","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23991.02","Homogenized vegetable preparations","2022","2022","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23991.02","Homogenized vegetable preparations","2022","2022","t","9.73","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01659","Hop cones","2021","2021","t","3506.47","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01659","Hop cones","2021","2021","1000 USD","51067","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01659","Hop cones","2021","2021","t","3.51","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01659","Hop cones","2022","2022","t","2800.89","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","01659","Hop cones","2022","2022","1000 USD","36481","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01659","Hop cones","2022","2022","t","4.72","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21118.01","Horse meat, fresh or chilled","2021","2021","t","5291.2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21118.01","Horse meat, fresh or chilled","2022","2022","t","2863.13","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5608","Import Quantity","02131","Horses","2021","2021","An","218","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","02131","Horses","2021","2021","1000 USD","4770","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02131","Horses","2021","2021","An","545","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5608","Import Quantity","02131","Horses","2022","2022","An","331","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","02131","Horses","2022","2022","1000 USD","9011","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02131","Horses","2022","2022","An","562","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23162","Husked rice","2021","2021","t","246775.64","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23162","Husked rice","2021","2021","1000 USD","99364","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23162","Husked rice","2021","2021","t","13485.88","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23162","Husked rice","2022","2022","t","292127.25","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23162","Husked rice","2022","2022","1000 USD","108973","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23162","Husked rice","2022","2022","t","58357.4","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","F1275","hydrogenated oils and fats","2021","2021","t","11577.42","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","F1275","hydrogenated oils and fats","2021","2021","1000 USD","23338","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1275","hydrogenated oils and fats","2021","2021","t","6469.82","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","F1275","hydrogenated oils and fats","2022","2022","t","9027.53","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","F1275","hydrogenated oils and fats","2022","2022","1000 USD","29368","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1275","hydrogenated oils and fats","2022","2022","t","9535.46","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","17400","Ice and snow","2021","2021","t","2463","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","17400","Ice and snow","2021","2021","1000 USD","2275","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","17400","Ice and snow","2021","2021","t","12171","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","17400","Ice and snow","2022","2022","t","3260","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","17400","Ice and snow","2022","2022","1000 USD","3230","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","17400","Ice and snow","2022","2022","t","11402","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","22270","Ice cream and other edible ice","2021","2021","t","2198.27","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","22270","Ice cream and other edible ice","2021","2021","1000 USD","8279","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22270","Ice cream and other edible ice","2021","2021","t","3039.7","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","22270","Ice cream and other edible ice","2022","2022","t","1915.2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","22270","Ice cream and other edible ice","2022","2022","1000 USD","7844","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22270","Ice cream and other edible ice","2022","2022","t","9498.46","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","34120","Industrial monocarboxylic fatty acids; acid oils from refining","2021","2021","t","58481.69","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","34120","Industrial monocarboxylic fatty acids; acid oils from refining","2021","2021","1000 USD","97854","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","34120","Industrial monocarboxylic fatty acids; acid oils from refining","2021","2021","t","15040.78","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","34120","Industrial monocarboxylic fatty acids; acid oils from refining","2022","2022","t","39157.58","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","34120","Industrial monocarboxylic fatty acids; acid oils from refining","2022","2022","1000 USD","98430","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","34120","Industrial monocarboxylic fatty acids; acid oils from refining","2022","2022","t","24829.57","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23991.01","Infant food","2021","2021","t","2878.09","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23991.01","Infant food","2021","2021","1000 USD","20344","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23991.01","Infant food","2021","2021","t","12219.41","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","23991.01","Infant food","2022","2022","t","1797.88","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","23991.01","Infant food","2022","2022","1000 USD","13901","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","23991.01","Infant food","2022","2022","t","9894.81","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21691.06","Jojoba oil","2022","2022","t","0.28","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21691.06","Jojoba oil","2022","2022","1000 USD","9","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21691.06","Jojoba oil","2022","2022","t","2.72","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21439.90","Juice of fruits n.e.c.","2021","2021","t","2606.38","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","21439.90","Juice of fruits n.e.c.","2021","2021","1000 USD","8564","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","21439.90","Juice of fruits n.e.c.","2021","2021","t","95752.28","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","21439.90","Juice of fruits n.e.c.","2022","2022","t","1144.34","A","Official figure",""
