Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","24310.01","Beer of barley, malted","2022","2022","t","416374.4","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5607","Import Quantity","02196","Bees","2021","2021","No","0","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","02196","Bees","2021","2021","1000 USD","9061","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5907","Export Quantity","02196","Bees","2021","2021","No","0","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5607","Import Quantity","02196","Bees","2022","2022","No","0","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","02196","Bees","2022","2022","1000 USD","13709","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5907","Export Quantity","02196","Bees","2022","2022","No","0","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","02960.01","Beeswax","2021","2021","t","3894","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","02960.01","Beeswax","2021","2021","1000 USD","25909","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","02960.01","Beeswax","2021","2021","t","1578.39","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","02960.01","Beeswax","2022","2022","t","4260.65","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","02960.01","Beeswax","2022","2022","1000 USD","31788","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","02960.01","Beeswax","2022","2022","t","2074.93","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39149.01","Beet pulp","2021","2021","t","7448","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39149.01","Beet pulp","2021","2021","1000 USD","3508","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39149.01","Beet pulp","2021","2021","t","301772","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39149.01","Beet pulp","2022","2022","t","7664","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39149.01","Beet pulp","2022","2022","1000 USD","3197","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39149.01","Beet pulp","2022","2022","t","390946","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01355.01","Blueberries","2021","2021","t","259209.62","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01355.01","Blueberries","2021","2021","1000 USD","1691748","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01355.01","Blueberries","2021","2021","t","59735.71","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01355.01","Blueberries","2022","2022","t","297981.28","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01355.01","Blueberries","2022","2022","1000 USD","1875631","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01355.01","Blueberries","2022","2022","t","50592.86","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21182","Bovine meat, salted, dried or smoked","2021","2021","t","364.12","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21182","Bovine meat, salted, dried or smoked","2021","2021","1000 USD","3420","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21182","Bovine meat, salted, dried or smoked","2021","2021","t","508.97","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21182","Bovine meat, salted, dried or smoked","2022","2022","t","315.37","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21182","Bovine meat, salted, dried or smoked","2022","2022","1000 USD","3013","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21182","Bovine meat, salted, dried or smoked","2022","2022","t","303.17","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39120.13","Bran of cereals n.e.c.","2021","2021","t","30708","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39120.13","Bran of cereals n.e.c.","2021","2021","1000 USD","13291","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39120.13","Bran of cereals n.e.c.","2021","2021","t","166449","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39120.13","Bran of cereals n.e.c.","2022","2022","t","31620","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39120.13","Bran of cereals n.e.c.","2022","2022","1000 USD","14939","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39120.13","Bran of cereals n.e.c.","2022","2022","t","119305","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39120.04","Bran of maize","2021","2021","t","1038","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39120.04","Bran of maize","2021","2021","1000 USD","484","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39120.04","Bran of maize","2021","2021","t","460329","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39120.04","Bran of maize","2022","2022","t","1554","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39120.04","Bran of maize","2022","2022","1000 USD","653","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39120.04","Bran of maize","2022","2022","t","359055","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39120.14","Bran of pulses","2021","2021","t","69670","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39120.14","Bran of pulses","2021","2021","1000 USD","18234","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39120.14","Bran of pulses","2021","2021","t","156106","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39120.14","Bran of pulses","2022","2022","t","72019","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39120.14","Bran of pulses","2022","2022","1000 USD","25963","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39120.14","Bran of pulses","2022","2022","t","138841","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39120.01","Bran of wheat","2021","2021","t","126746","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39120.01","Bran of wheat","2021","2021","1000 USD","29176","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39120.01","Bran of wheat","2021","2021","t","299489","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39120.01","Bran of wheat","2022","2022","t","85565","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39120.01","Bran of wheat","2022","2022","1000 USD","25694","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39120.01","Bran of wheat","2022","2022","t","244443","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01377","Brazil nuts, in shell","2021","2021","t","2153.51","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01377","Brazil nuts, in shell","2021","2021","1000 USD","2666","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01377","Brazil nuts, in shell","2021","2021","t","268.35","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01377","Brazil nuts, in shell","2022","2022","t","450.86","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01377","Brazil nuts, in shell","2022","2022","1000 USD","2372","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01377","Brazil nuts, in shell","2022","2022","t","130.9","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21429.01","Brazil nuts, shelled","2021","2021","t","6874.52","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21429.01","Brazil nuts, shelled","2021","2021","1000 USD","62423","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21429.01","Brazil nuts, shelled","2021","2021","t","1155.9","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21429.01","Brazil nuts, shelled","2022","2022","t","8457.04","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21429.01","Brazil nuts, shelled","2022","2022","1000 USD","81489","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21429.01","Brazil nuts, shelled","2022","2022","t","1435.18","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","F0020","Bread","2021","2021","t","43755.01","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","F0020","Bread","2021","2021","1000 USD","195366","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","F0020","Bread","2021","2021","t","25634.07","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","F0020","Bread","2022","2022","t","48249.59","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","F0020","Bread","2022","2022","1000 USD","234973","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","F0020","Bread","2022","2022","t","26378.83","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","23140.03","Breakfast cereals","2021","2021","t","293260.15","I","Imputed value",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","23140.03","Breakfast cereals","2021","2021","1000 USD","813394","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","23140.03","Breakfast cereals","2021","2021","t","227309.24","I","Imputed value",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","23140.03","Breakfast cereals","2022","2022","t","318730.25","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","23140.03","Breakfast cereals","2022","2022","1000 USD","947142","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","23140.03","Breakfast cereals","2022","2022","t","249412.57","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39160","Brewing or distilling dregs and waste","2021","2021","t","196344","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39160","Brewing or distilling dregs and waste","2021","2021","1000 USD","47366","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39160","Brewing or distilling dregs and waste","2021","2021","t","11598520","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","39160","Brewing or distilling dregs and waste","2022","2022","t","165312","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","39160","Brewing or distilling dregs and waste","2022","2022","1000 USD","39299","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","39160","Brewing or distilling dregs and waste","2022","2022","t","11011487","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01702","Broad beans and horse beans, dry","2021","2021","t","14157.97","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01702","Broad beans and horse beans, dry","2021","2021","1000 USD","7993","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01702","Broad beans and horse beans, dry","2021","2021","t","368.4","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01702","Broad beans and horse beans, dry","2022","2022","t","12389.97","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01702","Broad beans and horse beans, dry","2022","2022","1000 USD","8328","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01702","Broad beans and horse beans, dry","2022","2022","t","364.65","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01243","Broad beans and horse beans, green","2021","2021","t","7391.54","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01243","Broad beans and horse beans, green","2021","2021","1000 USD","11214","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01243","Broad beans and horse beans, green","2021","2021","t","1421.15","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01243","Broad beans and horse beans, green","2022","2022","t","6433.14","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01243","Broad beans and horse beans, green","2022","2022","1000 USD","11543","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01243","Broad beans and horse beans, green","2022","2022","t","1281.44","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01192","Buckwheat","2021","2021","t","4574.29","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01192","Buckwheat","2021","2021","1000 USD","5000","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01192","Buckwheat","2021","2021","t","14564.56","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01192","Buckwheat","2022","2022","t","6300.03","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01192","Buckwheat","2022","2022","1000 USD","9468","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01192","Buckwheat","2022","2022","t","16558.77","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5608","Import Quantity","02112","Buffalo","2021","2021","An","14919","I","Imputed value",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","02112","Buffalo","2021","2021","1000 USD","65834","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5908","Export Quantity","02112","Buffalo","2021","2021","An","2007","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5608","Import Quantity","02112","Buffalo","2022","2022","An","14860","I","Imputed value",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","02112","Buffalo","2022","2022","1000 USD","71533","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5908","Export Quantity","02112","Buffalo","2022","2022","An","1266","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","23140.02","Bulgur","2021","2021","t","10761.86","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","23140.02","Bulgur","2021","2021","1000 USD","10559","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","23140.02","Bulgur","2021","2021","t","15569.69","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","23140.02","Bulgur","2022","2022","t","28554.3","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","23140.02","Bulgur","2022","2022","1000 USD","23591","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","23140.02","Bulgur","2022","2022","t","19775.03","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","22241.01","Butter of cow milk","2021","2021","t","40135.53","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","22241.01","Butter of cow milk","2021","2021","1000 USD","354957","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","22241.01","Butter of cow milk","2021","2021","t","45133.81","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","22241.01","Butter of cow milk","2022","2022","t","42991.47","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","22241.01","Butter of cow milk","2022","2022","1000 USD","454249","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","22241.01","Butter of cow milk","2022","2022","t","65946.24","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","22230.03","Buttermilk, curdled and acidified milk","2021","2021","t","979.09","I","Imputed value",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","22230.03","Buttermilk, curdled and acidified milk","2021","2021","1000 USD","10010","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","22230.03","Buttermilk, curdled and acidified milk","2021","2021","t","21810.51","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","22230.03","Buttermilk, curdled and acidified milk","2022","2022","t","944.2","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","22230.03","Buttermilk, curdled and acidified milk","2022","2022","1000 USD","11904","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","22230.03","Buttermilk, curdled and acidified milk","2022","2022","t","22419.4","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","22230.04","Buttermilk, dry","2021","2021","t","2.77","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","22230.04","Buttermilk, dry","2021","2021","1000 USD","20","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","22230.04","Buttermilk, dry","2022","2022","t","2.9","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","22230.04","Buttermilk, dry","2022","2022","1000 USD","47","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01212","Cabbages","2021","2021","t","530335.28","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01212","Cabbages","2021","2021","1000 USD","558124","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01212","Cabbages","2021","2021","t","225913.22","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01212","Cabbages","2022","2022","t","568756.34","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01212","Cabbages","2022","2022","1000 USD","658618","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01212","Cabbages","2022","2022","t","164816.73","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.16","Cake of  linseed","2021","2021","t","2959","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.16","Cake of  linseed","2021","2021","1000 USD","2502","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.16","Cake of  linseed","2021","2021","t","2219","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.16","Cake of  linseed","2022","2022","t","3256","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.16","Cake of  linseed","2022","2022","1000 USD","4106","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.16","Cake of  linseed","2022","2022","t","1966","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.03","Cake of  soya beans","2021","2021","t","571108","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.03","Cake of  soya beans","2021","2021","1000 USD","434104","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.03","Cake of  soya beans","2021","2021","t","9833559","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.03","Cake of  soya beans","2022","2022","t","529270","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.03","Cake of  soya beans","2022","2022","1000 USD","555475","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.03","Cake of  soya beans","2022","2022","t","9827860","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.05","Cake of copra","2021","2021","t","1772","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.05","Cake of copra","2021","2021","1000 USD","1463","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.05","Cake of copra","2021","2021","t","330","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.05","Cake of copra","2022","2022","t","2090","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.05","Cake of copra","2022","2022","1000 USD","1173","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.05","Cake of copra","2022","2022","t","728","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.15","Cake of cottonseed","2021","2021","t","52564","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.15","Cake of cottonseed","2022","2022","t","92","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.15","Cake of cottonseed","2022","2022","1000 USD","38","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.15","Cake of cottonseed","2022","2022","t","43885","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.04","Cake of groundnuts","2021","2021","t","1433","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.04","Cake of groundnuts","2021","2021","1000 USD","4198","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.04","Cake of groundnuts","2021","2021","t","3469","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.04","Cake of groundnuts","2022","2022","t","2352","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.04","Cake of groundnuts","2022","2022","1000 USD","7327","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.04","Cake of groundnuts","2022","2022","t","3538","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.08","Cake of rapeseed","2021","2021","t","3436228","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.08","Cake of rapeseed","2021","2021","1000 USD","1195128","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.08","Cake of rapeseed","2021","2021","t","10850","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.08","Cake of rapeseed","2022","2022","t","2956658","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.08","Cake of rapeseed","2022","2022","1000 USD","1233638","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.08","Cake of rapeseed","2022","2022","t","10080","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.07","Cake of sunflower seed","2021","2021","t","3338","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.07","Cake of sunflower seed","2021","2021","1000 USD","2399","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.07","Cake of sunflower seed","2021","2021","t","28858","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.07","Cake of sunflower seed","2022","2022","t","19506","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.07","Cake of sunflower seed","2022","2022","1000 USD","12898","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.07","Cake of sunflower seed","2022","2022","t","24842","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.90","Cake, oilseeds nes","2021","2021","t","3889","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.90","Cake, oilseeds nes","2021","2021","1000 USD","12410","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.90","Cake, oilseeds nes","2021","2021","t","9946","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21910.90","Cake, oilseeds nes","2022","2022","t","4923","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21910.90","Cake, oilseeds nes","2022","2022","1000 USD","12587","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21910.90","Cake, oilseeds nes","2022","2022","t","19336","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5908","Export Quantity","02121.01","Camels","2021","2021","An","290","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5908","Export Quantity","02121.01","Camels","2022","2022","An","216","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01195","Canary seed","2021","2021","t","8332.18","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01195","Canary seed","2021","2021","1000 USD","6321","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01195","Canary seed","2021","2021","t","2791.35","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01195","Canary seed","2022","2022","t","7862.78","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01195","Canary seed","2022","2022","1000 USD","7883","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01195","Canary seed","2022","2022","t","2294.09","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21397.01","Canned mushrooms","2021","2021","t","52883.36","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21397.01","Canned mushrooms","2021","2021","1000 USD","164475","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21397.01","Canned mushrooms","2021","2021","t","854.85","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","21397.01","Canned mushrooms","2022","2022","t","50513.04","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","21397.01","Canned mushrooms","2022","2022","1000 USD","184796","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","21397.01","Canned mushrooms","2022","2022","t","1274.64","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01229","Cantaloupes and other melons","2021","2021","t","515257.72","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01229","Cantaloupes and other melons","2021","2021","1000 USD","343576","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01229","Cantaloupes and other melons","2021","2021","t","138627.55","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01229","Cantaloupes and other melons","2022","2022","t","553490.32","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01229","Cantaloupes and other melons","2022","2022","1000 USD","372653","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01229","Cantaloupes and other melons","2022","2022","t","136004.64","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01251","Carrots and turnips","2021","2021","t","239204.14","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01251","Carrots and turnips","2021","2021","1000 USD","133180","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01251","Carrots and turnips","2021","2021","t","101111.61","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01251","Carrots and turnips","2022","2022","t","272447.22","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5622","Import Value","01251","Carrots and turnips","2022","2022","1000 USD","169534","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01251","Carrots and turnips","2022","2022","t","93733.73","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01372","Cashew nuts, in shell","2021","2021","t","176.87","A","Official figure",""
